Business Name,Longitude,Latitude
PARK NORTH PARKING CORP,-73.93887062,40.79834093
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.98992187,40.75897797
ASTOR PARKING LLC,-73.98587576,40.75753656
"LAZ PARKING NEW YORK, NEW JERSEY LLC",-73.95574416,40.76679243
EAST 85TH REALTY LLC,-73.94727198,40.77508896
PATRIOT PARKING LLC,-74.01042195,40.71863009
52 - BROADWAY GARAGE CORP.,-73.98307336,40.76296254
11 EAST 86TH STREET CORPORATION,-73.95984007,40.78129438
"ABM PARKING SERVICES, INC",-73.97412623,40.73994892
56TH REALTY LLC,-73.9654343,40.75847643
400 SUTTON GARAGE INC,-73.96360191,40.75609068
HUDSON VIEW GARAGE LLC,-73.99150211,40.76509339
ROYAL CHARTER PROPERTIES-EAST INC.,-73.95429749,40.76538381
"4 EAST 76TH ST. GARAGE, INC.",-73.96482643,40.77489803
162 PARKING MGMT LLC.,-73.94084492,40.83644142
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.97495006,40.78511658
"ALLIANCE DAG PARKING, LLC",-73.97116129,40.75352374
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-74.01667862,40.70952223
"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",-73.9625461,40.7786329
455 CPW PARKING CORP,-73.96011536,40.79793853
337 PARKING LLC,-73.9610927,40.76333599
"5060 AUTO SERVICE, INC.",-73.91511891,40.86965549
304060 PARKING LLC,-73.99267905,40.73147579
QUIK PARK BPC LLC,-74.0165193,40.7070602
"IMPERIAL PARKING (U.S.), INC",-73.94637522,40.80815981
NYULMC H GARAGE CORP.,-73.97394453,40.74320689
"STRAND PARKING MGMT, LLC",-73.99509439,40.7603397
DYNAMIC PARKING LLC,-73.97381931,40.74962134
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.99457248,40.7419636
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.99081169,40.74561937
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-77.51958437,40.11238534
THE NEW YORK AND PRESBYTERIAN HOSPITAL,-73.95525136,40.76414905
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.97328683,40.754441
WEST 39TH STREET LLC,-73.99221798,40.75575857
APEX PARKING LLC,-73.9869565,40.76843331
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",-73.94351331,40.83908317
SP PLUS CORPORATION,-74.00431379,40.70726991
"KINNEY PARKING SYSTEM, LLC",-74.00912706,40.71999983
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.96213711,40.76130522
"CARPARK 39TH STREET, LLC",-73.97917874,40.75006709
SP PLUS CORPORATION,-73.98920934,40.74549846
QP W. 116TH STREET LLC,-73.94834191,40.80144985
TODAY PARKING CORP.,-73.92917568,40.86710691
"KINNEY PARKING SYSTEM, LLC",-73.98036424,40.75658332
SP PLUS CORPORATION,-73.98511278,40.76363528
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-77.51958437,40.11238534
ALERT PARKING LLC,-73.95975398,40.78035565
SUPERB PARKING LLC,-73.97283255,40.74435943
"IMPERIAL PARKING (U.S.), LLC",-73.95154558,40.77185204
WEST SIDE PARKING CORP.,-74.01041184,40.7231562
SP PLUS CORPORATION,-73.98206689,40.73363749
"KINNEY PARKING SYSTEM, LLC",-77.51958437,40.11238534
575 FIRST AVE. CORP.,-73.97681707,40.74337494
"PROPARK AMERICA NEW YORK, LLC",-73.9614891,40.80198473
150 EAST 61 GARAGE CORP.,-73.96691183,40.76331859
STANDARD PARKING CORPORATION,-73.97225418,40.78131176
SP PLUS CORPORATION,-73.99604775,40.75375784
SOUTH PLAZA GARAGE LLC,-77.51958437,40.11238534
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-77.51958437,40.11238534
"RIVER HOUSE CAR PARK, LLC",-73.95778008,40.76136135
SP PLUS CORPORATION,-73.96578621,40.7620447
V.M.C. PARKING INC.,-73.95506791,40.8059897
SP PLUS CORPORATION,-73.99527197,40.75045863
AP 131ST MANAGEMENT LLC,-73.94952055,40.81422432
SP PLUS CORPORATION,-73.9791654,40.7581037
WELCOME PARKING LIMITED LIABILITY COMPANY,-73.98512548,40.75525832
LIBERTY STREET REALTY LLC,-74.00815512,40.70764025
45 EAST LLC,-73.96991703,40.75139075
WEST 36TH OPERATING LLC,-73.99336238,40.75382359
COOPER & 9TH PARKING LLC,-73.9907054,40.73141252
SHARP PARKING LLC,-73.9712056,40.75122091
METROPOLITAN PARKING GROUP LLC,-73.93809186,40.84734745
REX PARKING CORP.,-73.99196755,40.76720413
QUIK PARK EAST 73RD ST LLC,-73.95181993,40.76690888
222 WEST 14TH STREET PARKING CORP.,-74.00055933,40.7389143
LEMAR PARKING CORP.,-73.94097207,40.83568943
INDOOR PARKING CORP.,-73.92617845,40.86381414
CHAMPION PARKING 39 LLC,-73.98581896,40.75306536
"LAUREATE GARAGE, LLC",-73.98117659,40.78138493
CONVENIENT PARKING LLC,-73.97142923,40.79362992
BRG CHARLES LLC,-74.00798156,40.73416286
RIBAR PARKING LLC,-74.00180055,40.73441564
QUIK PARK CHESAPEAKE LLC,-73.95166344,40.7736197
HRF OPERATING CORP.,-73.96335333,40.80115917
"KINNEY PARKING SYSTEM, LLC",-73.97551014,40.76449275
ACCESS 37 PARKING LLC,-73.99514529,40.75537721
TOWER 25 PARKING LLC,-73.98008812,40.73842127
PLATT PARKING LLC,-74.00646355,40.70817284
"DIAMOND 1 PARKING GARAGE, INC.",-73.92917568,40.86710691
QUIK PARK NASSAU LLC,-74.00620416,40.71140069
99 JANE STREET PARKING LLC,-74.00846197,40.73815095
56 LEONARD GARAGE LLC,-74.0062733,40.71789754
"PARK 139TH, LLC",-73.93767009,40.81528896
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",-73.9560347,40.78057936
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.99081169,40.74561937
PIERCE PARKING LLC,-73.98778212,40.77446908
IRVING 18TH PARKING LLC,-73.98558455,40.73550168
CORNELL UNIVERSITY,-73.95485707,40.76534561
73RD STREET PARKING CORP.,-73.9603884,40.77002743
QUIK PARK WEST 41ST STREET LLC,-73.99921308,40.7603398
QUIK PARK TRUFFLES LLC,-73.99348693,40.73503579
BRICIN PARKING CORP.,-73.96948387,40.75938334
"PROPARK AMERICA NEW YORK, LLC",-73.94637522,40.80815981
RAPID EAST 38TH STREET CORP.,-73.98039505,40.7499877
CONTINENTAL TOWERS PARKING LLC,-73.95469289,40.77319276
"222 RIVERSIDE MANAGEMENT, LLC",-73.97612732,40.79505002
375 HUD PARKING LLC,-74.00715104,40.72843461
ONE PARKING 40TH STREET INC,-73.97471123,40.74840288
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.98062897,40.76472153
ENTERPRISE 36TH STREET PARKING LLC,-73.99635091,40.75429582
115 WEST 25TH STREET PARKING CORP.,-73.9925441,40.74446121
BENEFICIAL 21 PARKING LLC,-73.98054349,40.73606361
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",-73.97924736,40.7499381
HEIGHTS MANAGEMENT 181 LLC,-73.93131019,40.84829053
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.97758231,40.76431476
ROYAL 89 PARKING LLC,-73.95224332,40.7806053
MP EAST 72ND LLC,-73.95313422,40.76660201
LM SUSIE PARKING LLC,-73.97140035,40.79359972
NYC EAST MANAGEMENT CORP,-73.96111265,40.760067
"I. R. PARKING, INC",-73.9925441,40.74446121
555 WEST GARAGE CORP.,-74.00572038,40.74835336
EHTE PARKING CORP,-73.96369437,40.75864332
59-61 WEST 36TH STREET PARKING CORP,-73.98589887,40.75069116
CHATHAM PARKING SYSTEMS INC.,-73.99993868,40.71319044
CLARIDGE 87 PARKING LLC,-73.95315051,40.77936231
COMFORT PARK LLC,-73.99323537,40.72500369
FRIEND 54 MANAGEMENT LLC,-73.96806235,40.7579502
NOBLE PARKING LLC,-73.97258914,40.74829809
"1411 BROADWAY GARAGE, LLC",-73.98706766,40.75371601
CHAMPION PARKING 61 LLC,-73.95920715,40.7593829
"SCHNEEWEIS, IRVING &SCHNEEWEIS, MICHEAL",-73.96360191,40.75609068
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-74.01137718,40.71423289
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-74.01537482,40.71789119
QUIK PARK EAST 94TH STREET LLC,-73.94542109,40.78230401
SP PLUS CORPORATION,-73.9728014,40.75878582
1065 GARAGE LLC,-73.95652183,40.78109007
T CARDINAL COOKE HEALTH CARE CENTER,-77.51958437,40.11238534
THE HERTZ CORPORATION,-73.97140035,40.79359972
205 EAST 38TH STREET PARKING LLC,-73.97600337,40.74813417
SHARP 22 PARKING LLC,-73.98054686,40.7368788
QUIK PARK WATER STREET LLC,-74.00737575,40.70500258
52 WEST 36TH ST. PARKING LLC,-73.98589887,40.75069116
"OLYMPIA GARAGE, INC.",-74.00627175,40.73972933
71 ST. GARDEN GARAGE INC.,-73.96065672,40.76806228
W. 28TH GARAGE PARKING LLC,-73.99459005,40.74776874
100 ML GARAGE CORP.,-74.00699002,40.7068663
WATERVIEW GARAGE CORP,-73.9477808,40.77081838
MANHATTAN PARKING SYSTEM - WEST 58TH. ST. CORP.,-73.96259629,40.7664106
COLUMBUS 95 PARKING LLC,-73.96770985,40.79262711
"ALLIANCE IMPALA PARKING, LLC",-73.95371654,40.77021433
CHELNIK OPERATING LLC,-73.96836676,40.77060629
117TH STREET CORP.,-73.93887062,40.79834093
125 CHARLES PARKING LLC,-74.00801765,40.73417384
MEAT MKT. GARAGE INC.,-74.00725332,40.74000374
MP 225 LLC,-74.01648738,40.70926974
ENTERPRISE ANN PARKING LLC,-74.00662607,40.71020121
QP 50 WEST 93RD STREET LLC,-73.96751595,40.79032423
STOP-PARK GARAGE CORP.,-74.0037669,40.73126187
REALITY PARKING LLC,-73.98448085,40.76450254
RAPID MANAGEMENT CORP.,-73.97272691,40.74675557
WEST 38TH STREET LLC,-73.99246711,40.75505318
"401 EAST 86TH GARAGE, LLC",-73.94930697,40.77685748
CHAMPION PARKING 77 LLC,-73.98009309,40.78218347
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.95985892,40.76200436
CANDACE PARKING CORP.,-73.96785731,40.79389522
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.99559394,40.7390844
WEST 108TH STREET PARKING GARAGE CORPORATION,-73.96583059,40.80218372
QUIK PARK RIVERSIDE GARAGE LLC,-73.9475644,40.83473746
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-77.51958437,40.11238534
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.9614891,40.80198473
GRAND CAR PARK LLC,-73.97694407,40.75180683
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.97649646,40.74175273
20TH STREET ALEMAP LLC,-73.99508135,40.74140644
"KINNEY PARKING SYSTEM, LLC",-73.97500654,40.78857221
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.99255582,40.736463
"PARK IN AUTO SERVICES, INC.",-73.99625532,40.72107059
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.99222881,40.72485541
PF PARKING CORP.,-74.00780654,40.71859736
GEMAT PARKING CORP.,-73.96067524,40.76725808
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.94351331,40.83908317
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.93817525,40.84706204
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.95126413,40.76670828
F & F E. 70 ST. CORP.,-73.96738463,40.77088323
ONE PARKING 200 PARK INC.,-73.97680249,40.75413984
UPPER MANHATTAN PARKING LLC,-73.93839408,40.80591612
A.M.D. LLC,-73.98519814,40.7693965
12 GARAGE CORP.,-73.96498231,40.75310483
"SWEETS PARKING I, INC.",-73.97582673,40.75751842
MANHATTAN PARKING SYSTEM-PARK AVE. CORP.,-73.97513804,40.75556401
"ONE PARKING STRATHMORE, LLC",-73.9500049,40.77541131
BARMAX GARAGE CORP.,-73.97955874,40.78196379
SAFEWAY PARKING CORP.,-73.95063887,40.77741799
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.94627076,40.77646086
PV PARKING IV CORP,-73.93604534,40.84435734
440 EAST 81ST STREET LLC,-73.95057343,40.77316087
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-77.51958437,40.11238534
MOTT PARK LLC,-73.99440437,40.72415837
ENTERPRISE 230 PARKING LLC,-73.97913408,40.74285388
ENTERPRISE 51 PARKING LLC,-73.99663541,40.76694086
8TH STREET PARKING LLC,-73.99622582,40.73240643
EDISON 9TH AVENUE PARKING CORPORATION,-73.99805096,40.75324188
WORLD PARKING GARAGE LLC,-73.98158817,40.76852865
COMMAND PARKING LLC,-73.98230063,40.76380506
QUIK PARK COOPER LLC,-73.95138244,40.7777312
QUIK PARK EAST 88TH STREET LLC,-73.95406321,40.78055115
SUTTON PLACE GARAGE CORP.,-73.95994415,40.7583429
ENTERPRISE 60TH STREET LLC,-73.99021596,40.7719222
"PARK 117TH, LLC",-73.95420539,40.8048256
520 EAST 81ST STREET GARAGE CORP.,-73.94879046,40.77240803
ENTERPRISE 87 CORP.,-73.95652183,40.78109007
ENTERPRISE 61ST LLC,-73.96612463,40.76380693
FDR DRIVE GARAGE LLC,-73.95824629,40.76048046
"BAS PARKING, INC.",-73.95306566,40.76655258
ENTERPRISE 45TH OWNERSHIP CORP.,-73.96991703,40.75139075
EAST 61ST STREET GARAGE LLC,-73.96033627,40.76056079
"WORLD TOWER PARKING GARAGE, LLC",-73.94266045,40.8222604
QUIK PARK WEST 58TH LLC,-73.97697165,40.76597795
ENTERPRISE 62ND PARKING LLC,-73.96282233,40.76243354
69 ENTERPRISE PARKING LLC,-73.96082322,40.76731852
"BRICIN PARKING, CORP.",-73.94938299,40.77184837
"ELI'S LEASING, INC.",-73.94635475,40.77977655
ENTERPRISE 38 LLC,-73.99826021,40.75671399
315 EAST 21ST STREET CO. LLC,-73.98098727,40.73625033
"OCEAN CAR PARK, LLC",-74.01592726,40.70488369
"WATERVIEW PARKING, INC.",-73.94372897,40.7763828
ENTERPRISE 38 LLC,-73.99680199,40.75609364
355 EAST 71ST STREET GARAGE LLC,-73.95639366,40.76727301
RL MERCER STREET LLC,-74.00126988,40.72144668
ENTERPRISE 37 EAST PARKING LLC,-73.97182156,40.74556413
GARMENT ONE GARAGE LLC,-73.97912944,40.7461613
301 PARK CORP.,-73.96170262,40.76359145
167 EAST 77TH ST PARKING SERVICES LLC,-73.95887374,40.77321628
AZ PARKING CORP,-73.98621337,40.74827033
PARKING 56 LLC,-73.9756732,40.762813
"RONEL OPERATING, LLC",-73.99515033,40.73575499
"FSP 787 SEVENTH, LLC",-73.98262239,40.76195515
"YORK PARKING, LLC",-73.95216138,40.76900875
301-63 GARAGE LLC,-73.96236714,40.76305919
"56-57 HOLDING, LLC",-73.98630673,40.76815876
CAROLE STORAGE CORPORATION,-73.97159754,40.75466017
STANDARD PARKING CORPORATION,-73.97856534,40.78323717
QUIK PARK WARREN GARAGE LLC,-74.01055852,40.71535283
EAST 61ST STREET GARAGE LLC,-73.95819577,40.76045848
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",-73.9957742,40.74169741
ASPEN 36 LLC,-73.99092318,40.77488658
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.97896567,40.76191337
BASIC PARKING CORP.,-73.97186172,40.75302437
NATIONS 47 PARKING LLC,-73.96975741,40.75319401
"LPARK 2, LLC",-73.94442964,40.82804712
56-57 OPERATING CORP.,-73.98678701,40.76749734
AJAX OPERATING CORP.,-73.99352471,40.75469369
LAFAYETTE PLACE PARKING LLC,-73.99180613,40.72941442
EMPIRE 33 PARKING LLC,-73.98628555,40.74828132
181 PARK CORP.,-73.93131019,40.84829053
ACCESS PARKING CORP.,-73.99533751,40.74230123
OLIANTHA GARAGE CORP.,-73.96284825,40.80010504
ICE HOUSE PARKING CORP.,-74.00748562,40.71985448
APPLE WEST 11TH STREET GARAGE CORP.,-74.00766059,40.73559565
COLUMBIA GARAGE LLC,-73.97171768,40.79475533
TORI OPERATING CORP.,-73.99549239,40.74653639
SP PLUS CORPORATION,-73.9691575,40.76263028
211 GARAGE CORP.,-73.98485925,40.73558667
"KALIMIAN-KASHANI, ROUHOUAH",-73.95063118,40.7731856
"53-10 ASSOCIATES, LLC",-73.99028531,40.7667319
THOMPSON ST. PARKING CORP.,-73.99907634,40.72914847
"POST OFFICE GARAGE, LLC",-73.99608402,40.75078528
SUPPORT PARKING LLC,-73.96639229,40.7556112
776 SIXTH AVE PARKING CORP,-73.99134229,40.7448893
201 PEARL PARKING CORP.,-74.00674114,40.7067675
65 WEST 55TH STREET PARKING CORP,-73.9766841,40.76242071
159 WEST 53RD PARKING CORP,-73.98126128,40.76271249
GRACIE PUBLIC PARKING CORP.,-73.947623,40.778671
444 MANHATTAN PARKING CORP.,-73.95479706,40.80589628
ELEVEN RIVERSIDE DRIVE GARAGE CORP.,-73.98517387,40.78110006
220 MADISON GARAGE CORP,-73.98191111,40.74921942
MANHATTAN AVE. GARAGE CORP.,-73.95525496,40.80715903
200 EAST PARKING CORP.,-73.96449986,40.76438832
"FIFTH AVENUE CAR PARK, LLC",-73.94855783,40.79781044
1050 FIFTH AVENUE PARKING CORP,-73.96033095,40.78162392
311 PARKING CORP.,-73.98682769,40.76260347
200 WEST GARAGE CORP.,-73.99509903,40.74634973
ENTERPRISE 40TH PARKING CORP.,-73.97280564,40.74840793
"TIMES SQUARE GARAGE, LLC",-73.9846994,40.75597739
200 BRADHURST GARAGE CORP.,-73.94119784,40.82557253
"THIRD AVENUE NORTH, LLC",-73.93921209,40.80014989
MILLENNIUM GARAGE CORP.,-73.95893814,40.780026
323 WEST 34TH STREET LLC,-73.99432979,40.75256655
"ELEVENTH AVENUE GARAGE, CORP.",-74.00392334,40.75310459
EAST 28TH STREET GARAGE CORP.,-73.98071499,40.74192094
PARKING SYSTEMS PLUS INC,-73.95965024,40.76682406
400 GARAGE CORP.,-73.94953866,40.77604514
110 GARAGE CORP.,-73.94547124,40.77398474
PRESTIGE GARAGE CORP.,-73.96129883,40.75647969
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",-73.98896349,40.74818829
106 Mott Street Parking Corp,-73.99733774,40.71748048
315 E 70 GARAGE CORP.,-73.95857782,40.76718873
45TH STREET PARKING CORP,-73.9712056,40.75122091
304 WEST 49TH PARKING CORP.,-73.9870733,40.76186516
SURREY GARAGE CORP.,-73.95269454,40.77063111
"THE CARNEGIE GARAGE, LTD.",-73.95038142,40.783739
"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",-73.97848201,40.78409626
333 EAST 75TH STREET PARKING CORP.,-73.95604143,40.77038267
249 PARKING CORP.,-74.00341781,40.74874321
1501 GARAGE MANAGEMENT CORP.,-73.95049857,40.78643438
116TH-117TH STREET PARKING CORP.,-73.94742115,40.80108164
330 THIRD PARKING CORP.,-73.98244774,40.7398105
605 PARKING CORP.,-73.96736886,40.76622815
62 MULBERRY PARKING CORP,-73.99943726,40.71562779
CHELSEA SEVENTH GARAGE CORP.,-73.99486454,40.74518595
182 E. 73RD GARAGE CORP.,-73.96071294,40.77067804
WEST 145TH GARAGE CORP,-73.9434254,40.82346022
MANHATTAN AVE. GARAGE CORP.,-73.93579664,40.79870706
165 E 77 ST. GARAGE CORP.,-73.95908307,40.77332615
"NEW GARDEN GARAGE, LLC",-73.99340618,40.7488803
NYULMC G GARAGE CORP.,-73.97283255,40.74435943
UNIVERSITY 10 PARKING LLC,-73.99250947,40.73142363
EAST 14TH GARAGE CORP.,-73.99324509,40.7358592
210 CENTRAL PARK SOUTH PARKING CORP.,-73.97962107,40.76709282
PREVOST GARAGE CORP.,-73.95534657,40.76751689
S&S 311 LLC,-73.93874065,40.79828871
53RD PARKING CORP.,-73.98515594,40.76435715
"280 BROADWAY CAR PARK, LLC",-74.00608901,40.71441719
250 E. 63RD GARAGE CORP.,-73.9636231,40.76357012
NYULMC A GARAGE CORP.,-73.9750494,40.7416591
245 E. GARAGE CORP.,-73.9637097,40.76362504
"KINNEY PARKING SYSTEM, INC.",-73.97866897,40.76407343
118 PARKING CORP.,-73.94214075,40.80080464
170 PARK ROW PARKING CORP,-74.00023086,40.71313829
WEST 161ST PARKING CORP,-73.94097207,40.83568943
44 ELIZABETH STREET PARKING CORP,-73.99674616,40.71690681
PEAK TIME PARKING INC.,-73.93224784,40.85746663
10 EAST END AVENUE GARAGE CORP.,-73.9477808,40.77081838
444 MANHATTAN PARKING CORP.,-73.95550804,40.80681878
SOUTH PLAZA GARAGE LLC,-77.51958437,40.11238534
MP EAST 87TH LLC,-73.94627076,40.77646086
CHAMPION 221 LLC,-73.97972575,40.76713675
"PARTNERSHIP 92, DAVID GOLDMAN AND BLDG BACAEL LLC",-73.96334526,40.75677679
61 JANE PARKING CORP.,-74.00587827,40.73814563
340 EAST 74TH STREET PARKING CORP,-73.95637765,40.7696774
515 NINTH AVENUE PARKING INC,-73.99431866,40.75612923
157 57TH THIRD CORP,-73.96740063,40.76032971
100 WILLIAM GARAGE CORP.,-74.00712005,40.70858451
SYLVAN 71ST STREET GARAGE CORP.,-77.51958437,40.11238534
"ELEMENT PARKING MGMT, LLC",-73.989133,40.771063
PARK AMERICA CORP,-73.96685821,40.75500475
QUIK PARK 775 GARAGE LLC,-73.96664375,40.79404858
"KINNEY PARKING SYSTEM, LLC",-73.9582606,40.76068906
3896 PARKING CORP.,-73.91840741,40.865184
160 PARKING CORP.,-73.96473383,40.76567568
ELBERT HOLDING CORP.,-73.99501995,40.74215026
"KINNEY PARKING SYSTEM, INC.",-73.97532853,40.75775711
420 EAST 72ND GARAGE CORP.,-73.95534657,40.76751689
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.97515586,40.78520172
220 EAST 63RD GARAGE CORP.,-73.9641031,40.76377338
"KINNEY PARKING SYSTEM, LLC",-73.98920934,40.74549846
W. 79TH STREET PARKING CORP.,-73.97856534,40.78323717
9495 PARKING CORP.,-73.94774933,40.78332613
QUIK PARK TRIBECA II LLC,-74.01028208,40.72391925
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.94097207,40.83568943
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.94084492,40.83644142
WOOSTER PARKING CORP.,-74.00368333,40.72069182
"SHARP CAR PARK, LLC",-73.96369437,40.75864332
FLEUR GARAGE CORP.,-73.99924942,40.73913663
"HAMMER, GEOFFREY ET AL",-73.97656637,40.78923128
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.95182095,40.79045598
GEMAT PARKING CORP.,-73.96067524,40.76725808
525-535 GARAGE CORP.,-73.94610184,40.77550836
174 PARKING MGMT LLC.,-73.93604534,40.84435734
INTERTOWN PARKING CORP.,-73.94678329,40.7721601
980 FIFTH AVENUE CORPORATION,-73.96357232,40.77719773
CONNAUGHT TOWER CAR PARK INC,-73.96635177,40.7572251
QUIK PARK HUDSON LLC,-73.98869139,40.77783148
MINETTA LANE PARKING LLC,-74.00051596,40.73061417
130 EAST 18TH GARAGE CORP.,-73.98666689,40.73633072
58TH & 7TH PARKING LLC,-73.9792787,40.76520437
"RIVERWATCH GARAGE, LLC",-74.01743904,40.70704634
"PRO PARK AMERICA NEW YORK, LLC",-73.96844793,40.79740864
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.98801803,40.74757063
ROCKMILL GARAGE CORP.,-73.94700974,40.78249963
9-11 LLC,-73.98116095,40.74730896
POWER PARKING S CORP.,-73.92617845,40.86381414
785 GARAGE CORP.,-73.97274487,40.76462662
"2280 FDB, LLC",-73.95236779,40.80851651
NICE PARK LLC,-73.98585631,40.73014944
QUIK PARK EAGLE LLC,-73.97336103,40.74942911
"RENOIR CAR PARK, LLC",-73.96403091,40.76375963
88TH GARAGE CORP.,-73.97119666,40.78859328
NEW YORK SKYPORTS INC,-77.51958437,40.11238534
MARK TWAIN GARAGE CORP,-73.99823549,40.73620797
340 E. 34 GARAGE CORP.,-73.9745829,40.74422534
ENTERPRISE YORK GARAGE LLC,-73.95778008,40.76136135
WEST PLAZA GARAGE LLC,-73.9789977,40.74048513
AMPCO SYSTEM PARKING,-73.97464518,40.76074324
CONCERTO GARAGE CORP.,-73.98757693,40.77122478
"ABM PARKING SERVICES, INC",-73.98396172,40.76157383
165 EAST PARKING CORP.,-73.96149668,40.77013485
24TH STREET MMP GARAGE LLC,-77.51958437,40.11238534
EMPIRE PARKING CORP.,-74.01053799,40.72239314
INTERNATIONAL HOUSE,-73.96169515,40.8142345
"LEONARD STREET PARKING, LLC",-74.00467877,40.71716202
EZ2 PARK LLC,-73.95489691,40.77581681
59 ALLEN STREET GARAGE CORP.,-73.99145773,40.71710416
CHELSEA ENCLAVE GARAGE LLC,-74.00241435,40.74502135
"PLAZA 400 GARAGE PARTNERS, LLC",-73.96307776,40.75748759
145 EAST 16TH STREET GARAGE CORP.,-73.98687271,40.73565279
WEST END TOWERS GARAGE CORP.,-73.98856925,40.77421116
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-73.93131019,40.84829053
300 PARKING INC.,-73.98425316,40.76559217
EAST 46TH REALTY LLC,-73.96966768,40.75208236
328 WEST 39TH STREET PARKING LLC,-77.51958437,40.11238534
560 W 43RD STREET PARKING CORP,-73.9972133,40.76036997
30 GARAGE CORP.,-73.9472712,40.77152354
"ONE PARKING RC, INC.",-73.9791654,40.7581037
250 WEST PARKING CORP.,-73.99888129,40.74224368
33 ST OPERATING LLC,-73.98621337,40.74827033
WEST 90TH GARAGE CORP.,-73.97038391,40.78909536
145 BRADHURST GARAGE CORP.,-73.94264122,40.82361079
"NARRAGANSETT PARTNERS, L.L.C.",-73.96690019,40.76494897
QUIK PARK BROADWAY GARAGE LLC,-77.51958437,40.11238534
80 JOHN GARAGE CORP.,-74.00688559,40.70843906
"KINNEY PARKING SYSTEM, LLC",-73.99077582,40.77006131
EAST VILLAGE PARKING LLC,-73.99115013,40.72442166
"PARK 127 MGMT, LLC",-73.95059181,40.811642
"CENTRAL PARKING SYSTEM OF NEW YORK, INC",-73.9728014,40.75878582
525-535 GARAGE CORP.,-73.94579505,40.77537647
"MAIDEN PARKING MGMT, LLC",-74.00539932,40.70571358
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",-77.51958437,40.11238534
ALLIE GARAGE CORP.,-73.98523045,40.77023091
"REGAL CAR PARK, LLC",-73.9756732,40.762813
"SUPERPARK REALTY, LLC",-73.99860314,40.75534711
5TH AVENUE GARAGE CORP.,-73.99320171,40.73659204
"KINNEY PARKING SYSTEM, LLC",-73.97590088,40.76209118
1510 LEX GARAGE CORP,-73.95028888,40.78676091
ENTERPRISE WORLD PARKING LLC,-73.96753826,40.75198297
"FIRST AVENUE PARKING, LLC",-73.97246049,40.74521022
"EDISON NY PARKING, LLC",-73.98351557,40.7556506
RELIANT PARKING LLC,-73.97750994,40.78619854
454 MANAVE GARAGE CORP.,-73.95525496,40.80715903
KINNEY-WEST END AVENUE INC,-73.97387395,40.79436335
"ABM PARKING SERVICES, INC",-73.98237763,40.74564583
"DEAL FOREVER, INC",-73.98790077,40.75730897
EAST 97TH PARKING CORP.,-73.94993236,40.78545427
107 GARAGE CORP.,-73.99788184,40.73690787
QUIK PARK HUDSON 180 LLC,-73.98848549,40.77838315
QUIK PARK WEST 57 LLC,-73.97463339,40.76325468
QUIK PARK WEST 50TH STREET LLC,-73.98396172,40.76157383
UNIVERSAL PARKING LLC,-73.99533789,40.73673762
KENSINGTON ENTERPRISES LLC,-73.96627579,40.79323054
